Data,Taxa Selic - a.a.,Taxa Cambio u.m.c./US$,CDS,Itau,RETORNO_LOG_Itau,Petrobras,RETORNO_LOG_Petrobras,Vale Rio Doce,RETORNO_LOG_Vale Rio Doce
2020-10-06,0.02,5.5205,228.85,15.95,0.001883,5.9,-0.005072,35.65,-0.016414
2020-10-07,0.02,5.6018,224.85,15.83,-0.007552,5.86,-0.006803,36.6,0.026299
2020-10-08,0.02,5.62,221.13,16.78,0.058281,6.06,0.03356,37.28,0.018409
2020-10-09,0.02,5.5393,213.87,16.74,-0.002387,5.87,-0.031855,37.47,0.005084
2020-10-13,0.02,5.5859,216.48,16.58,-0.009604,5.96,0.015216,37.79,0.008504
2020-10-14,0.02,5.5675,220.32,16.53,-0.00302,5.92,-0.006734,38.32,0.013927
2020-10-15,0.02,5.6172,221.2,16.38,-0.009116,5.85,-0.011895,37.99,-0.008649
2020-10-16,0.02,5.6226,217.11,16.11,-0.016621,5.73,-0.020726,37.85,-0.003692
2020-10-19,0.02,5.6023,217.28,16.29,0.011111,5.78,0.008688,37.68,-0.004502
2020-10-20,0.02,5.583,215.38,16.94,0.039126,5.98,0.034017,37.61,-0.001859
2020-10-21,0.02,5.6006,212.68,17.09,0.008816,5.97,-0.001674,38.23,0.016351
2020-10-22,0.02,5.582,214.22,17.97,0.05021,6.17,0.032952,38.38,0.003916
2020-10-23,0.02,5.612,209.65,17.74,-0.012882,6.09,-0.013051,38.59,0.005457
2020-10-26,0.02,5.6328,212.26,17.87,0.007301,6.0,-0.014889,38.01,-0.015144
2020-10-27,0.02,5.6491,210.48,17.36,-0.028955,5.89,-0.018503,38.03,0.000526
2020-10-28,0.02,5.7325,218.31,16.58,-0.045972,5.53,-0.063068,36.65,-0.036962
2020-10-29,0.02,5.7803,216.12,16.67,0.005414,5.71,0.032031,37.72,0.028777
2020-10-30,0.02,5.7718,215.33,16.37,-0.01816,5.61,-0.017668,36.83,-0.023878
2020-11-03,0.02,5.6895,209.43,16.77,0.024141,5.82,0.03675,38.52,0.044865
2020-11-04,0.02,5.6932,203.68,17.44,0.039175,5.84,0.003431,37.45,-0.028171
2020-11-05,0.02,5.5624,191.59,17.86,0.023797,5.89,0.008525,38.04,0.015632
2020-11-06,0.02,5.5313,186.94,17.83,-0.001681,5.85,-0.006814,38.43,0.0102
2020-11-09,0.02,5.2821,164.74,19.28,0.078186,6.4,0.089856,38.43,0.0
2020-11-10,0.02,5.3696,165.7,20.15,0.044136,6.84,0.06649,38.41,-0.000521
2020-11-12,0.02,5.4094,177.34,19.5,-0.03279,6.49,-0.052525,38.12,-0.007579
2020-11-13,0.02,5.4854,179.67,19.87,0.018797,6.7,0.031845,38.47,0.00914
2020-11-16,0.02,5.4198,175.44,20.56,0.034136,6.9,0.029414,39.48,0.025915
2020-11-17,0.02,5.3968,176.21,20.58,0.000972,7.02,0.017242,40.73,0.031171
2020-11-18,0.02,5.2932,173.02,20.07,-0.025094,6.98,-0.005714,40.42,-0.00764
2020-11-19,0.02,5.333,173.74,20.1,0.001494,7.06,0.011396,41.19,0.018871
2020-11-23,0.02,5.3828,171.67,20.17,0.003477,7.44,0.052426,43.36,0.051342
2020-11-24,0.02,5.4037,167.08,20.73,0.027386,7.77,0.043399,45.49,0.047955
2020-11-25,0.02,5.3508,166.36,20.49,-0.011645,7.78,0.001286,45.92,0.009408
2020-11-26,0.02,5.3201,166.37,20.05,-0.021708,7.65,-0.016851,46.57,0.014056
2020-11-27,0.02,5.3494,163.86,20.21,0.007948,7.55,-0.013158,47.71,0.024184
2020-11-30,0.02,5.3317,165.49,19.93,-0.013951,7.38,-0.022774,47.44,-0.005675
2020-12-01,0.02,5.2789,155.96,20.77,0.041284,7.58,0.02674,49.42,0.040889
2020-12-02,0.02,5.2267,155.73,20.93,0.007674,7.68,0.013106,48.56,-0.017555
2020-12-03,0.02,5.1625,152.92,20.92,-0.000478,7.89,0.026977,48.02,-0.011183
2020-12-04,0.02,5.1706,151.93,21.13,0.009988,8.16,0.033648,49.86,0.037601
2020-12-07,0.02,5.1018,154.34,21.25,0.005663,8.0,-0.019803,50.45,0.011764
2020-12-08,0.02,5.092,154.22,21.2,-0.002356,7.9,-0.012579,50.42,-0.000595
2020-12-09,0.02,5.1109,154.62,21.32,0.005644,7.98,0.010076,50.3,-0.002383
2020-12-10,0.02,5.0852,153.47,22.03,0.03276,8.24,0.032062,51.7,0.027453
2020-12-11,0.02,5.0691,153.7,21.9,-0.005919,8.17,-0.008531,51.61,-0.001742
2020-12-14,0.02,5.0578,150.42,21.6,-0.013793,8.18,0.001223,50.82,-0.015425
2020-12-15,0.02,5.0968,149.23,21.8,0.009217,8.25,0.008521,51.39,0.011154
2020-12-16,0.02,5.1057,148.73,22.21,0.018633,8.35,0.012048,52.44,0.020226
2020-12-17,0.02,5.0612,146.86,22.18,-0.001352,8.37,0.002392,53.04,0.011377
2020-12-18,0.02,5.0986,148.76,22.15,-0.001353,8.32,-0.005992,53.4,0.006764
2020-12-21,0.02,5.1572,150.62,21.76,-0.017764,8.0,-0.039221,52.83,-0.010732
2020-12-22,0.02,5.1473,149.27,21.86,0.004585,8.08,0.00995,52.88,0.000946
2020-12-23,0.02,5.174,146.88,22.34,0.02172,8.28,0.024451,53.13,0.004717
2020-12-28,0.02,5.239,144.1,22.5,0.007137,8.35,0.008419,53.1,-0.000565
2020-12-29,0.02,5.1942,142.48,22.46,-0.001779,8.37,0.002392,52.96,-0.00264
2020-12-30,0.02,5.1967,142.23,22.13,-0.014802,8.4,0.003578,53.19,0.004333
2021-01-04,0.02,5.1626,140.98,21.63,-0.022853,8.56,0.018868,55.63,0.044852
2021-01-05,0.02,5.3269,146.4,21.49,-0.006494,8.9,0.038951,56.56,0.016579
2021-01-06,0.02,5.3182,146.89,22.12,0.028894,8.92,0.002245,58.42,0.032356
2021-01-07,0.02,5.3433,151.74,22.98,0.038142,9.18,0.028731,62.23,0.063179
2021-01-08,0.02,5.3683,155.0,22.97,-0.000435,9.22,0.004348,62.04,-0.003058
2021-01-11,0.02,5.4966,160.36,22.45,-0.022898,9.14,-0.008715,62.03,-0.000161
2021-01-12,0.02,5.4637,161.44,22.52,0.003113,9.07,-0.007688,60.33,-0.027789
2021-01-13,0.02,5.307,157.69,22.15,-0.016566,8.64,-0.04857,58.52,-0.030461
2021-01-14,0.02,5.2617,159.35,22.81,0.029362,8.72,0.009217,59.48,0.016272
2021-01-15,0.02,5.2714,167.76,21.95,-0.038432,8.33,-0.045756,56.9,-0.044345
2021-01-18,0.02,5.2788,167.76,21.84,-0.005024,8.32,-0.001201,57.36,0.008052
2021-01-19,0.02,5.2945,168.21,21.58,-0.011976,8.5,0.021404,57.21,-0.002618
2021-01-20,0.02,5.3033,165.74,21.22,-0.016823,8.36,-0.016608,56.15,-0.018702
2021-01-21,0.02,5.3166,168.63,20.93,-0.013761,8.16,-0.024214,56.78,0.011157
2021-01-22,0.02,5.4301,171.93,20.49,-0.021247,8.03,-0.01606,56.67,-0.001939
2021-01-26,0.02,5.3865,175.24,19.81,-0.03375,8.0,-0.003743,55.8,-0.015471
2021-01-27,0.02,5.3824,176.81,19.81,0.0,8.12,0.014889,54.25,-0.028171
2021-01-28,0.02,5.4282,170.14,20.6,0.039104,8.22,0.01224,55.41,0.021157
2021-01-29,0.02,5.4759,171.67,19.87,-0.03608,7.91,-0.038442,53.49,-0.035265
2021-02-01,0.02,5.4608,166.22,20.4,0.026324,8.16,0.031116,55.51,0.037068
2021-02-02,0.02,5.3875,156.92,19.96,-0.021805,8.49,0.039645,53.32,-0.040252
2021-02-03,0.02,5.3423,152.16,19.86,-0.005023,8.57,0.009379,55.0,0.031022
2021-02-04,0.02,5.391,149.16,19.78,-0.004036,8.54,-0.003507,54.31,-0.012625
2021-02-05,0.02,5.3884,147.62,19.7,-0.004053,8.54,0.0,56.37,0.037229
2021-02-08,0.02,5.367,149.03,19.33,-0.01896,8.33,-0.024898,57.18,0.014267
2021-02-09,0.02,5.4216,155.61,19.56,0.011828,8.16,-0.020619,57.32,0.002445
2021-02-10,0.02,5.4024,154.98,19.42,-0.007183,8.24,0.009756,57.6,0.004873
2021-02-11,0.02,5.3626,152.98,19.42,0.0,8.32,0.009662,56.62,-0.01716
2021-02-12,0.02,5.3815,152.8,19.47,0.002571,8.43,0.013135,57.1,0.008442
2021-02-17,0.02,5.4138,157.59,19.72,0.012759,8.77,0.03954,58.6,0.025931
2021-02-18,0.02,5.4238,158.82,19.58,-0.007125,8.67,-0.011468,59.24,0.010862
2021-02-19,0.02,5.3924,162.07,19.37,-0.010783,8.1,-0.068005,59.46,0.003707
2021-02-22,0.02,5.5044,180.89,17.96,-0.075578,6.42,-0.232446,57.99,-0.025033
2021-02-23,0.02,5.449,175.63,19.11,0.062065,7.13,0.104893,58.97,0.016758
2021-02-24,0.02,5.4182,170.73,18.83,-0.01476,7.23,0.013928,59.56,0.009955
2021-02-25,0.02,5.46,185.01,18.24,-0.031834,6.87,-0.051075,58.21,-0.022927
2021-02-26,0.02,5.5302,193.87,18.02,-0.012135,6.59,-0.041611,57.49,-0.012446
2021-03-01,0.02,5.5832,183.74,17.48,-0.030425,6.52,-0.010679,59.95,0.0419
2021-03-02,0.02,5.6844,192.99,18.19,0.039815,6.51,-0.001535,61.79,0.030231
2021-03-03,0.02,5.7342,191.41,18.23,0.002197,6.28,-0.035969,61.03,-0.012376
2021-03-04,0.02,5.6008,193.69,18.8,0.030788,6.58,0.046665,60.13,-0.014857
2021-03-05,0.02,5.687,194.22,19.5,0.036558,6.63,0.00757,63.69,0.057519
2021-03-08,0.02,5.7343,212.29,18.88,-0.032311,6.25,-0.059023,63.35,-0.005353
2021-03-09,0.02,5.8397,211.61,19.14,0.013677,6.4,0.023717,62.72,-0.009995
2021-03-10,0.02,5.7449,208.78,19.28,0.007288,6.62,0.033797,61.75,-0.015586
2021-03-11,0.02,5.589,195.99,19.31,0.001555,6.9,0.041426,63.37,0.025897
2021-03-12,0.02,5.564,198.6,19.18,-0.006755,6.86,-0.005814,61.91,-0.023309
2021-03-15,0.02,5.6296,200.18,19.41,0.01192,7.01,0.02163,61.54,-0.005994
2021-03-16,0.02,5.5851,198.0,19.02,-0.020297,6.9,-0.015816,61.34,-0.003255
2021-03-17,0.02,5.6579,193.84,19.76,0.038169,7.13,0.03279,62.23,0.014405
2021-03-18,0.0275,5.5474,195.06,19.87,0.005551,6.88,-0.035693,61.12,-0.017998
2021-03-19,0.0275,5.5082,190.08,19.91,0.002011,7.11,0.032884,60.24,-0.014503
2021-03-22,0.0275,5.5269,196.62,20.02,0.00551,6.97,-0.019887,59.24,-0.01674
2021-03-23,0.0275,5.4951,203.1,19.52,-0.025292,6.75,-0.032073,57.88,-0.023225
2021-03-24,0.0275,5.533,207.98,19.18,-0.017572,6.76,0.00148,59.21,0.022719
2021-03-25,0.0275,5.6585,216.54,19.52,0.017572,6.87,0.016141,58.76,-0.007629
2021-03-26,0.0275,5.7042,218.24,19.85,0.016764,6.95,0.011578,60.72,0.032812
2021-03-29,0.0275,5.7925,225.06,19.84,-0.000504,7.06,0.015703,62.28,0.025367
2021-03-30,0.0275,5.7642,228.15,20.17,0.016496,7.06,0.0,61.7,-0.009356
2021-03-31,0.0275,5.6973,221.5,19.78,-0.019525,7.14,0.011268,62.27,0.009196
2021-04-01,0.0275,5.6849,220.8,19.17,-0.031325,7.08,-0.008439,61.9,-0.00596
2021-04-05,0.0275,5.6579,220.96,19.42,0.012957,7.12,0.005634,65.72,0.059883
2021-04-06,0.0275,5.6263,216.3,19.2,-0.011393,7.12,0.0,64.86,-0.013172
2021-04-07,0.0275,5.5864,220.98,19.03,-0.008894,7.11,-0.001405,66.46,0.024369
2021-04-08,0.0275,5.5817,218.14,18.88,-0.007914,7.02,-0.012739,66.42,-0.000602
2021-04-09,0.0275,5.6445,218.7,18.85,-0.00159,7.01,-0.001426,65.47,-0.014406
2021-04-12,0.0275,5.6582,219.16,19.32,0.024628,7.08,0.009936,65.72,0.003811
2021-04-13,0.0275,5.7064,216.86,19.31,-0.000518,7.1,0.002821,65.84,0.001824
2021-04-14,0.0275,5.6936,214.27,19.56,0.012864,7.21,0.015374,68.01,0.032427
2021-04-15,0.0275,5.6234,206.47,19.56,0.0,7.07,-0.019608,68.78,0.011258
2021-04-16,0.0275,5.6328,199.09,19.78,0.011185,7.03,-0.005674,69.07,0.004207
2021-04-19,0.0275,5.575,194.66,19.48,-0.015283,7.43,0.055339,68.47,-0.008725
2021-04-20,0.0275,5.5266,197.13,19.38,-0.005147,7.29,-0.019022,67.48,-0.014564
2021-04-22,0.0275,5.497,191.54,19.39,0.000516,7.26,-0.004124,67.52,0.000593
2021-04-23,0.0275,5.4787,188.63,19.48,0.004631,7.25,-0.001378,68.64,0.016452
2021-04-26,0.0275,5.4566,189.79,19.46,-0.001027,7.28,0.004129,69.01,0.005376
2021-04-27,0.0275,5.4424,192.97,19.17,-0.015015,7.07,-0.02927,69.99,0.014101
2021-04-28,0.0275,5.4005,191.51,20.0,0.042386,7.33,0.036115,71.14,0.016297
2021-04-29,0.0275,5.3662,188.89,19.37,-0.032007,7.23,-0.013736,71.16,0.000281
2021-04-30,0.0275,5.4036,189.56,19.52,0.007714,7.23,0.0,69.29,-0.02663
2021-05-03,0.0275,5.4087,190.78,19.79,0.013737,7.17,-0.008333,68.94,-0.005064
2021-05-04,0.0275,5.4505,192.77,18.95,-0.043373,7.01,-0.022568,69.98,0.014973
2021-05-05,0.0275,5.3872,190.11,19.49,0.028098,7.3,0.040537,70.37,0.005558
2021-05-06,0.035,5.2897,183.39,19.37,-0.006176,7.2,-0.013793,73.13,0.038472
2021-05-07,0.035,5.2217,174.98,19.6,0.011804,7.47,0.036814,73.38,0.003413
2021-05-10,0.035,5.2227,171.28,19.89,0.014688,7.56,0.011976,72.9,-0.006563
2021-05-11,0.035,5.2403,173.38,19.85,-0.002013,7.7,0.018349,75.46,0.034514
2021-05-12,0.035,5.2353,177.79,19.56,-0.014717,7.59,-0.014389,72.67,-0.037674
2021-05-13,0.035,5.2815,176.66,20.13,0.028725,7.65,0.007874,71.5,-0.016231
2021-05-14,0.035,5.2701,174.44,20.57,0.021622,8.05,0.050966,70.27,-0.017352
2021-05-17,0.035,5.2755,175.88,20.56,-0.000486,8.16,0.013572,72.12,0.025986
2021-05-18,0.035,5.2588,178.01,20.52,-0.001947,8.07,-0.011091,72.84,0.009934
2021-05-19,0.035,5.2822,180.21,20.66,0.006799,8.01,-0.007463,71.35,-0.020668
2021-05-20,0.035,5.2905,176.42,20.78,0.005792,7.94,-0.008777,70.62,-0.010284
2021-05-21,0.035,5.3027,177.11,20.88,0.004801,7.95,0.001259,69.54,-0.015411
2021-05-24,0.035,5.3198,176.49,20.82,-0.002878,8.08,0.01622,69.78,0.003445
2021-05-25,0.035,5.3143,176.09,20.61,-0.010138,7.91,-0.021264,68.04,-0.025252
2021-05-26,0.035,5.3164,174.43,20.89,0.013494,7.99,0.010063,70.04,0.028971
2021-05-27,0.035,5.284,171.6,20.71,-0.008654,7.93,-0.007538,70.55,0.007255
2021-05-28,0.035,5.2281,170.79,21.05,0.016284,8.26,0.040772,70.93,0.005372
2021-05-31,0.035,5.2322,170.81,20.99,-0.002854,8.23,-0.003639,72.96,0.028218
2021-06-01,0.035,5.1636,166.96,21.75,0.035568,8.36,0.015672,71.95,-0.01394
2021-06-02,0.035,5.1147,163.22,22.48,0.033012,8.53,0.020131,72.97,0.014077
2021-06-04,0.035,5.0666,162.23,22.95,0.020692,8.73,0.023176,71.76,-0.016721
2021-06-07,0.035,5.0498,161.74,23.49,0.023257,8.66,-0.008051,71.06,-0.009803
2021-06-08,0.035,5.0489,160.86,23.33,-0.006835,8.78,0.013762,69.87,-0.016888
2021-06-09,0.035,5.0533,159.33,23.65,0.013623,8.78,0.0,71.32,0.02054
2021-06-10,0.035,5.0635,158.91,23.56,-0.003813,8.78,0.0,71.08,-0.003371
2021-06-11,0.035,5.119,158.89,23.28,-0.011956,8.75,-0.003423,72.68,0.02226
2021-06-14,0.035,5.0707,161.35,23.2,-0.003442,8.8,0.005698,72.28,-0.005519
2021-06-15,0.035,5.0874,161.91,23.2,0.0,8.89,0.010175,70.87,-0.0197
2021-06-16,0.035,5.0207,163.38,23.67,0.020056,8.92,0.003369,68.74,-0.030516
2021-06-17,0.0425,5.0359,163.41,23.39,-0.0119,8.61,-0.035372,67.31,-0.021022
2021-06-18,0.0425,5.0314,166.21,22.96,-0.018555,8.67,0.006944,69.34,0.029713
2021-06-21,0.0425,5.0373,164.83,23.07,0.00478,8.86,0.021678,69.99,0.00933
2021-06-22,0.0425,5.0178,163.97,22.77,-0.013089,8.91,0.005627,70.81,0.011648
2021-06-23,0.0425,4.9519,161.74,22.61,-0.007052,8.97,0.006711,71.87,0.014859
2021-06-24,0.0425,4.9277,159.04,22.61,0.0,9.08,0.012189,71.97,0.00139
2021-06-25,0.0425,4.9206,157.19,21.9,-0.031906,8.91,-0.0189,72.85,0.012153
2021-06-28,0.0425,4.942,157.82,21.65,-0.011481,8.9,-0.001123,71.69,-0.016051
2021-06-29,0.0425,4.945,159.59,21.43,-0.010214,8.94,0.004484,72.92,0.017012
2021-06-30,0.0425,5.0022,164.47,21.19,-0.011262,9.01,0.007799,73.4,0.006561
2021-07-01,0.0425,5.0055,165.52,21.12,-0.003309,8.9,-0.012284,72.13,-0.017454
2021-07-02,0.0425,5.0293,164.28,21.35,0.010831,8.94,0.004484,73.62,0.020447
2021-07-05,0.0425,5.0749,164.31,21.05,-0.014151,8.83,-0.012381,73.35,-0.003674
2021-07-06,0.0425,5.1645,168.01,21.02,-0.001426,8.47,-0.041625,73.74,0.005303
2021-07-07,0.0425,5.2328,169.65,21.11,0.004272,8.59,0.014068,73.95,0.002844
2021-07-08,0.0425,5.2587,173.65,20.83,-0.013353,8.42,-0.019989,73.67,-0.003794
2021-07-12,0.0425,5.2239,172.62,21.12,0.013826,8.49,0.008279,74.58,0.012277
2021-07-13,0.0425,5.177,175.9,21.25,0.006136,8.54,0.005872,75.02,0.005882
2021-07-14,0.0425,5.088,171.63,21.27,0.000941,8.47,-0.00823,74.62,-0.005346
2021-07-15,0.0425,5.1,173.37,21.02,-0.011823,8.29,-0.021481,74.85,0.003078
2021-07-16,0.0425,5.0941,173.17,20.68,-0.016307,8.17,-0.014581,73.5,-0.018201
2021-07-19,0.0425,5.1978,178.21,20.56,-0.00582,8.04,-0.01604,72.7,-0.010944
2021-07-20,0.0425,5.2465,174.67,20.83,0.013047,8.14,0.012361,73.31,0.008356
2021-07-21,0.0425,5.2516,172.49,20.91,0.003833,8.26,0.014634,74.15,0.011393
2021-07-22,0.0425,5.1978,172.53,20.7,-0.010094,8.24,-0.002424,74.34,0.002559
2021-07-23,0.0425,5.1701,171.54,20.64,-0.002903,8.19,-0.006086,73.97,-0.00499
2021-07-26,0.0425,5.1863,172.42,21.0,0.017291,8.41,0.026508,75.58,0.021532
2021-07-27,0.0425,5.1669,175.18,21.21,0.00995,8.31,-0.011962,74.01,-0.020991
2021-07-28,0.0425,5.1527,174.65,21.9,0.032014,8.49,0.021429,76.03,0.026928
2021-07-29,0.0425,5.0682,171.45,21.79,-0.005035,8.52,0.003527,74.91,-0.014841
2021-07-30,0.0425,5.1216,174.64,21.55,-0.011075,8.24,-0.033416,70.49,-0.060817
2021-08-02,0.0425,5.1379,175.79,21.68,0.006014,8.09,-0.018372,70.6,0.001559
2021-08-03,0.0425,5.2464,176.77,21.9,0.010096,8.22,0.015941,73.01,0.033566
2021-08-04,0.0425,5.2091,177.58,21.29,-0.028249,8.05,-0.020898,72.93,-0.001096
2021-08-05,0.0525,5.1464,179.82,21.35,0.002814,8.68,0.075349,70.7,-0.031055
2021-08-06,0.0525,5.241,181.23,21.95,0.027715,8.69,0.001151,71.1,0.005642
2021-08-09,0.0525,5.2774,183.07,22.2,0.011325,8.63,-0.006928,70.66,-0.006208
2021-08-10,0.0525,5.2217,183.69,21.78,-0.0191,8.66,0.00347,71.34,0.009578
2021-08-11,0.0525,5.2013,181.89,22.03,0.011413,8.78,0.013762,70.82,-0.007316
2021-08-12,0.0525,5.2351,178.02,21.61,-0.019249,8.91,0.014698,70.78,-0.000565
2021-08-13,0.0525,5.2474,177.42,21.9,0.01333,8.99,0.008939,70.2,-0.008228
2021-08-16,0.0525,5.2495,178.34,21.66,-0.011019,8.77,-0.024776,70.52,0.004548
2021-08-17,0.0525,5.2585,180.91,21.59,-0.003237,8.77,0.0,69.35,-0.01673
2021-08-18,0.0525,5.3025,184.05,21.63,0.001851,8.69,-0.009164,67.03,-0.034026
2021-08-19,0.0525,5.418,188.2,21.35,-0.01303,8.64,-0.00577,63.2,-0.058836
2021-08-20,0.0525,5.4274,188.03,21.27,-0.003754,8.63,-0.001158,63.23,0.000475
2021-08-23,0.0525,5.3686,186.29,21.5,0.010755,8.77,0.016092,62.35,-0.014015
2021-08-24,0.0525,5.3017,182.76,22.1,0.027525,8.95,0.020317,64.63,0.035915
2021-08-25,0.0525,5.2465,179.95,22.13,0.001357,9.0,0.005571,64.49,-0.002169
2021-08-26,0.0525,5.2429,179.74,21.59,-0.024704,8.92,-0.008929,63.67,-0.012797
2021-08-27,0.0525,5.22,175.64,21.96,0.016992,9.24,0.035246,65.26,0.024666
2021-08-30,0.0525,5.1952,172.98,21.81,-0.006854,9.18,-0.006515,64.85,-0.006302
2021-08-31,0.0525,5.1433,174.68,22.09,0.012756,8.82,-0.040005,63.96,-0.013819
2021-09-01,0.0525,5.1576,175.31,22.19,0.004517,8.77,-0.005685,64.07,0.001718
2021-09-02,0.0525,5.1735,173.9,21.39,-0.036718,8.63,-0.016092,63.87,-0.003126
2021-09-03,0.0525,5.1685,173.6,21.27,-0.005626,8.54,-0.010483,63.91,0.000626
2021-09-06,0.0525,5.1773,173.6,21.54,0.012614,8.58,0.004673,62.91,-0.015771
2021-09-08,0.0525,5.2524,178.45,20.52,-0.048512,8.1,-0.05757,61.6,-0.021043
2021-09-09,0.0525,5.2825,180.46,20.79,0.013072,8.27,0.02077,61.38,-0.003578
2021-09-10,0.0525,5.2158,176.39,20.58,-0.010152,8.22,-0.006064,61.45,0.00114
2021-09-13,0.0525,5.219,177.01,20.84,0.012554,8.51,0.034672,61.42,-0.000488
2021-09-14,0.0525,5.226,177.47,20.71,-0.006258,8.4,-0.01301,60.99,-0.007026
2021-09-15,0.0525,5.2576,176.88,20.37,-0.016553,8.54,0.016529,59.46,-0.025406
2021-09-16,0.0525,5.2594,177.52,20.36,-0.000491,8.47,-0.00823,56.99,-0.042428
2021-09-17,0.0525,5.3103,178.41,19.87,-0.024361,8.09,-0.045902,55.84,-0.020385
2021-09-20,0.0525,5.3332,196.7,19.42,-0.022908,8.0,-0.011187,53.64,-0.040195
2021-09-21,0.0525,5.3044,194.64,19.37,-0.002578,8.18,0.022251,54.52,0.016273
2021-09-22,0.0525,5.2783,193.08,19.82,0.022966,8.39,0.025348,56.46,0.034965
2021-09-23,0.0625,5.2891,192.07,20.51,0.034221,8.71,0.037431,56.46,0.0
2021-09-24,0.0625,5.3435,197.22,20.22,-0.01424,8.73,0.002294,55.59,-0.015529
2021-09-27,0.0625,5.3478,199.7,20.75,0.025874,8.81,0.009122,56.38,0.014111
2021-09-28,0.0625,5.4206,204.67,20.28,-0.022911,8.75,-0.006834,53.55,-0.051499
2021-09-29,0.0625,5.4173,203.1,20.65,0.01808,8.89,0.015873,54.23,0.012618
2021-09-30,0.0625,5.4394,203.0,20.67,0.000968,8.83,-0.006772,54.55,0.005883
2021-10-01,0.0625,5.3911,201.16,21.21,0.025789,9.08,0.027919,54.52,-0.00055
2021-10-04,0.0625,5.4204,205.54,17.4,-0.198003,9.34,0.028232,54.01,-0.009398
2021-10-05,0.0625,5.4611,204.71,17.82,0.023851,9.55,0.022235,53.63,-0.007061
2021-10-06,0.0625,5.5097,205.82,17.88,0.003361,9.29,-0.027603,55.14,0.027767
2021-10-07,0.0625,5.514,202.0,17.5,-0.021482,9.28,-0.001077,56.78,0.029309
2021-10-08,0.0625,5.5084,203.26,17.63,0.007401,9.45,0.018153,57.13,0.006145
2021-10-11,0.0625,5.5161,203.27,17.32,-0.01774,9.51,0.006329,58.4,0.021987
2021-10-13,0.0625,5.5471,207.7,17.34,0.001154,9.61,0.01046,56.67,-0.030071
2021-10-14,0.0625,5.4988,201.53,17.25,-0.005204,9.63,0.002079,56.67,0.0
