Data,Taxa Selic - a.a.,Taxa Cambio u.m.c./US$,CDS,Itau,RETORNO_LOG_Itau,Petrobras,RETORNO_LOG_Petrobras,Vale Rio Doce,RETORNO_LOG_Vale Rio Doce
2024-10-02,0.1075,5.4305,151.09,29.94,0.00603,32.16,0.013776,59.14,0.005426
2024-10-03,0.1075,5.485,151.09,29.21,-0.024684,32.56,0.012361,58.0,-0.019465
2024-10-04,0.1075,5.4686,151.09,29.27,0.002052,32.47,-0.002768,57.58,-0.007268
2024-10-07,0.1075,5.4626,143.49,29.46,0.00647,32.93,0.014068,58.09,0.008818
2024-10-08,0.1075,5.5197,146.3,29.63,0.005754,32.26,-0.020556,56.33,-0.030766
2024-10-09,0.1075,5.5737,150.41,29.09,-0.018393,31.94,-0.009969,56.18,-0.002666
2024-10-10,0.1075,5.5819,149.23,29.25,0.005485,32.31,0.011518,56.45,0.004794
2024-10-11,0.1075,5.6263,151.12,29.03,-0.00755,32.28,-0.000929,57.26,0.014247
2024-10-14,0.1075,5.6045,151.12,29.22,0.006524,32.36,0.002475,57.07,-0.003324
2024-10-15,0.1075,5.6378,155.1,29.55,0.01123,32.09,-0.008379,56.37,-0.012341
2024-10-16,0.1075,5.6749,153.1,29.37,-0.00611,31.93,-0.004998,57.45,0.018978
2024-10-17,0.1075,5.6758,154.09,29.43,0.002041,31.69,-0.007545,56.0,-0.025563
2024-10-18,0.1075,5.6672,151.22,29.58,0.005084,31.6,-0.002844,55.8,-0.003578
2024-10-21,0.1075,5.7068,150.15,29.42,-0.005424,31.11,-0.015628,55.6,-0.003591
2024-10-22,0.1075,5.6958,154.25,29.48,0.002037,30.99,-0.003865,55.67,0.001258
2024-10-23,0.1075,5.7149,156.09,29.66,0.006087,30.6,-0.012665,54.7,-0.017578
2024-10-24,0.1075,5.7087,159.07,29.93,0.009062,30.81,0.006839,55.02,0.005833
2024-10-25,0.1075,5.6969,157.02,29.59,-0.011425,31.02,0.006793,56.89,0.033423
2024-10-28,0.1075,5.6988,157.09,29.95,0.012093,30.97,-0.001613,57.95,0.018461
2024-10-29,0.1075,5.714,157.09,29.63,-0.010742,30.9,-0.002263,57.75,-0.003457
2024-10-30,0.1075,5.7801,153.58,29.55,-0.002704,30.76,-0.004541,57.57,-0.003122
2024-10-31,0.1075,5.7779,154.19,29.36,-0.006451,30.81,0.001624,57.19,-0.006623
2024-11-01,0.1075,5.8073,157.57,29.2,-0.005464,30.39,-0.013726,57.17,-0.00035
2024-11-04,0.1075,5.7898,160.9,29.59,0.013268,30.46,0.002301,57.76,0.010267
2024-11-05,0.1075,5.7846,164.91,30.48,0.029634,30.37,-0.002959,57.25,-0.008869
2024-11-06,0.1075,5.7648,165.03,30.34,-0.004604,30.38,0.000329,56.6,-0.011419
2024-11-07,0.1125,5.6624,155.08,29.89,-0.014943,30.47,0.002958,58.58,0.034384
2024-11-08,0.1125,5.7648,153.44,29.42,-0.015849,31.05,0.018856,55.88,-0.047187
2024-11-11,0.1125,5.798,153.47,29.46,0.001359,31.11,0.001931,54.05,-0.033297
2024-11-12,0.1125,5.7694,153.49,29.1,-0.012295,31.69,0.018472,52.83,-0.02283
2024-11-13,0.1125,5.7713,160.64,28.95,-0.005168,31.65,-0.001263,52.68,-0.002843
2024-11-14,0.1125,5.7885,159.45,28.87,-0.002767,31.98,0.010373,52.38,-0.005711
2024-11-18,0.1125,5.7603,166.33,28.77,-0.00347,32.78,0.024708,53.04,0.012522
2024-11-19,0.1125,5.7743,163.32,29.03,0.008997,32.44,-0.010426,53.16,0.00226
2024-11-21,0.1125,5.8173,156.14,28.53,-0.017374,32.53,0.002771,53.1,-0.001129
2024-11-22,0.1125,5.8124,154.17,28.61,0.0028,33.83,0.039185,53.62,0.009745
2024-11-25,0.1125,5.8002,155.14,28.6,-0.00035,33.62,-0.006227,53.61,-0.000187
2024-11-26,0.1125,5.799,153.02,29.15,0.019048,33.58,-0.00119,52.93,-0.012765
2024-11-27,0.1125,5.8291,154.19,28.43,-0.02501,33.46,-0.00358,53.57,0.012019
2024-11-28,0.1125,5.9871,157.98,27.41,-0.036537,33.11,-0.010515,53.02,-0.01032
2024-11-29,0.1125,6.0535,161.52,27.34,-0.002557,33.38,0.008122,54.17,0.021458
2024-12-02,0.1125,6.0634,161.46,26.95,-0.014368,33.59,0.006271,54.3,0.002397
2024-12-03,0.1125,6.0707,168.91,27.26,0.011437,33.89,0.008892,53.89,-0.007579
2024-12-04,0.1125,6.0581,170.86,27.42,0.005852,33.68,-0.006216,52.83,-0.019866
2024-12-05,0.1125,5.9849,167.82,28.01,0.021289,34.01,0.00975,53.27,0.008294
2024-12-06,0.1125,6.0293,164.48,27.44,-0.02056,33.49,-0.015408,52.36,-0.01723
2024-12-09,0.1125,6.057,166.38,27.58,0.005089,34.36,0.025646,55.14,0.051732
2024-12-10,0.1125,6.0529,172.87,27.95,0.013326,34.49,0.003776,55.08,-0.001089
2024-12-11,0.1125,6.032,168.94,28.22,0.009614,34.83,0.00981,54.23,-0.015552
2024-12-12,0.1225,5.9408,163.04,27.52,-0.025118,34.21,-0.017961,52.73,-0.02805
2024-12-13,0.1225,6.04,166.5,27.16,-0.013168,33.99,-0.006452,51.94,-0.015095
2024-12-16,0.1225,6.0509,172.43,26.86,-0.011107,33.85,-0.004127,51.91,-0.000578
2024-12-17,0.1225,6.1685,180.65,27.01,0.005569,34.17,0.009409,52.17,0.004996
2024-12-18,0.1225,6.1624,187.02,26.24,-0.028922,33.29,-0.026091,50.96,-0.023467
2024-12-19,0.1225,6.1841,218.14,26.38,0.005321,33.15,-0.004214,50.0,-0.019018
2024-12-20,0.1225,6.078,208.05,26.69,0.011683,32.88,-0.008178,50.79,0.015676
2024-12-23,0.1225,6.1612,200.14,26.17,-0.019675,32.89,0.000304,51.0,0.004126
2024-12-26,0.1225,6.1656,198.24,26.34,0.006475,33.13,0.007271,51.15,0.002937
2024-12-27,0.1225,6.1991,198.24,26.08,-0.00992,33.03,-0.003023,50.9,-0.0049
2024-12-30,0.1225,6.1923,205.02,26.03,-0.001919,33.52,0.014726,50.72,-0.003543
2025-01-02,0.1225,6.2086,214.38,25.91,-0.004621,34.06,0.015981,50.44,-0.005536
2025-01-03,0.1225,6.1563,208.95,25.28,-0.024615,33.7,-0.010626,49.5,-0.018812
2025-01-06,0.1225,6.1119,199.17,26.41,0.043729,33.54,-0.004759,48.87,-0.012809
2025-01-07,0.1225,6.0741,192.35,26.7,0.010921,34.25,0.020948,48.4,-0.009664
2025-01-08,0.1225,6.1321,188.48,26.27,-0.016236,33.98,-0.007914,47.93,-0.009758
2025-01-09,0.1225,6.0896,192.75,26.34,0.002661,34.13,0.004405,47.63,-0.006279
2025-01-10,0.1225,6.0965,188.88,25.97,-0.014147,34.22,0.002634,47.9,0.005653
2025-01-13,0.1225,6.1079,197.49,26.16,0.00729,34.34,0.003501,47.89,-0.000209
2025-01-14,0.1225,6.0671,194.32,26.18,0.000764,34.11,-0.00672,48.21,0.00666
2025-01-15,0.1225,6.0377,192.29,27.31,0.042257,34.54,0.012527,48.91,0.014415
2025-01-16,0.1225,6.0322,186.2,27.23,-0.002934,34.32,-0.00639,48.97,0.001226
2025-01-17,0.1225,6.0609,187.34,27.42,0.006953,34.46,0.004071,50.67,0.034126
2025-01-20,0.1225,6.0498,186.0,27.69,0.009799,34.54,0.002319,50.48,-0.003757
2025-01-21,0.1225,6.044,180.59,27.74,0.001804,34.55,0.000289,50.23,-0.004965
2025-01-22,0.1225,5.9674,181.57,27.64,-0.003611,34.36,-0.005514,48.96,-0.025609
2025-01-23,0.1225,5.9399,175.29,27.58,-0.002173,34.12,-0.007009,48.65,-0.006352
2025-01-24,0.1225,5.8925,172.8,27.52,-0.002178,33.94,-0.005289,49.31,0.013475
2025-01-27,0.1225,5.9272,173.72,28.18,0.023699,34.44,0.014624,50.17,0.01729
2025-01-28,0.1225,5.893,179.51,28.23,0.001773,34.39,-0.001453,48.95,-0.024618
2025-01-29,0.1225,5.8596,178.71,28.16,-0.002483,34.18,-0.006125,49.09,0.002856
2025-01-30,0.1325,5.9006,177.29,28.85,0.024207,34.63,0.01308,51.17,0.041498
2025-01-31,0.1325,5.8301,177.15,28.66,-0.006608,34.91,0.008053,50.37,-0.015758
2025-02-03,0.1325,5.8687,174.78,28.4,-0.009113,34.74,-0.004882,50.4,0.000595
2025-02-04,0.1325,5.7927,177.28,28.5,0.003515,34.39,-0.010126,50.23,-0.003379
2025-02-05,0.1325,5.7997,171.26,28.93,0.014975,34.14,-0.007296,50.5,0.005361
2025-02-06,0.1325,5.7856,172.67,28.98,0.001727,34.08,-0.001759,51.26,0.014937
2025-02-07,0.1325,5.7557,172.82,28.77,-0.007273,33.88,-0.005886,50.98,-0.005477
2025-02-10,0.1325,5.7808,170.93,29.08,0.010717,34.12,0.007059,51.51,0.010343
2025-02-11,0.1325,5.7788,171.8,29.39,0.010604,34.12,0.0,51.29,-0.00428
2025-02-12,0.1325,5.7711,171.85,28.57,-0.028297,33.61,-0.01506,50.94,-0.006847
2025-02-13,0.1325,5.7788,168.05,28.73,0.005585,33.64,0.000892,51.01,0.001373
2025-02-14,0.1325,5.7283,167.79,29.49,0.026109,34.68,0.030447,51.76,0.014596
2025-02-17,0.1325,5.7105,165.83,29.55,0.002033,34.89,0.006037,51.48,-0.005424
2025-02-18,0.1325,5.6979,165.93,29.5,-0.001693,35.53,0.018177,51.83,0.006776
2025-02-19,0.1325,5.7087,163.57,29.22,-0.009537,35.61,0.002249,51.78,-0.000965
2025-02-20,0.1325,5.7019,164.46,29.14,-0.002742,35.66,0.001403,53.69,0.036223
2025-02-21,0.1325,5.7027,164.47,29.06,-0.002749,35.56,-0.002808,54.08,0.007238
2025-02-24,0.1325,5.7258,168.29,28.9,-0.005521,35.31,-0.007055,53.58,-0.009289
2025-02-25,0.1325,5.7779,170.37,29.19,0.009985,35.15,-0.004542,53.06,-0.009753
2025-02-26,0.1325,5.7757,170.75,29.12,-0.002401,35.15,0.0,52.74,-0.006049
2025-02-27,0.1325,5.8228,170.84,29.09,-0.001031,33.91,-0.035915,52.35,-0.007422
2025-02-28,0.1325,5.8488,176.29,28.38,-0.02471,33.28,-0.018753,51.28,-0.020651
2025-03-05,0.1325,5.7914,178.77,28.8,0.014691,32.07,-0.037036,51.69,0.007964
2025-03-06,0.1325,5.7489,173.83,28.86,0.002081,31.74,-0.010343,52.26,0.010967
2025-03-07,0.1325,5.7688,173.79,28.98,0.004149,32.08,0.010655,53.02,0.014438
2025-03-10,0.1325,5.793,178.08,29.24,0.008932,32.07,-0.000312,52.16,-0.016353
2025-03-11,0.1325,5.8346,178.33,28.98,-0.008932,31.59,-0.01508,52.59,0.00821
2025-03-12,0.1325,5.8268,174.93,29.07,0.003101,31.59,0.0,51.94,-0.012437
2025-03-13,0.1325,5.8131,178.2,29.54,0.016039,31.9,0.009765,52.65,0.013577
2025-03-14,0.1325,5.7419,173.96,30.5,0.031981,32.88,0.030259,54.38,0.03233
2025-03-17,0.1325,5.7082,174.88,31.42,0.029718,33.5,0.018681,55.16,0.014242
2025-03-18,0.1325,5.6852,170.39,31.59,0.005396,33.52,0.000597,55.57,0.007405
2025-03-19,0.1325,5.6657,167.39,31.67,0.002529,33.5,-0.000597,55.47,-0.001801
2025-03-20,0.1425,5.6628,189.73,31.37,-0.009518,33.57,0.002087,55.3,-0.003069
2025-03-21,0.1425,5.7241,190.23,31.44,0.002229,34.09,0.015371,55.5,0.00361
2025-03-24,0.1425,5.7403,182.63,31.47,0.000954,34.04,-0.001468,55.21,-0.005239
2025-03-25,0.1425,5.6992,179.45,31.72,0.007913,34.31,0.007901,55.4,0.003435
2025-03-26,0.1425,5.7298,181.99,31.38,-0.010777,34.63,0.009284,55.73,0.005939
2025-03-27,0.1425,5.7474,180.98,31.42,0.001274,34.89,0.00748,56.18,0.008042
2025-03-28,0.1425,5.766,185.17,30.99,-0.01378,34.67,-0.006325,55.61,-0.010198
2025-03-31,0.1425,5.7422,188.36,30.72,-0.008751,34.42,-0.007237,54.78,-0.015038
2025-04-01,0.1425,5.7051,182.86,30.72,0.0,34.55,0.00377,55.25,0.008543
2025-04-02,0.1425,5.6923,184.04,30.73,0.000325,34.46,-0.002608,55.0,-0.004535
2025-04-03,0.1425,5.6067,188.78,31.28,0.01774,33.35,-0.032741,53.01,-0.036853
2025-04-04,0.1425,5.7777,199.72,30.47,-0.026236,32.0,-0.041322,50.89,-0.040814
2025-04-07,0.1425,5.8877,200.24,30.53,0.001967,30.73,-0.040497,50.29,-0.01186
2025-04-08,0.1425,5.9368,210.58,30.54,0.000327,29.64,-0.036115,47.53,-0.056445
2025-04-09,0.1425,6.0605,185.9,31.1,0.018171,30.85,0.040012,50.09,0.05246
2025-04-10,0.1425,5.9115,197.98,30.97,-0.004189,28.93,-0.064258,50.99,0.017808
2025-04-11,0.1425,5.8737,198.35,31.13,0.005153,29.5,0.019511,51.84,0.016533
2025-04-14,0.1425,5.8425,192.94,31.63,0.015934,29.39,-0.003736,52.52,0.013032
2025-04-15,0.1425,5.8707,191.18,32.04,0.012879,28.72,-0.023061,51.99,-0.010143
2025-04-16,0.1425,5.8808,198.93,31.99,-0.001562,28.72,0.0,50.78,-0.023549
2025-04-17,0.1425,5.8559,194.17,32.05,0.001874,29.28,0.019311,51.09,0.006086
2025-04-22,0.1425,5.7496,198.19,32.67,0.01916,29.35,0.002388,52.0,0.017655
2025-04-23,0.1425,5.688,191.31,33.36,0.0209,29.02,-0.011307,52.61,0.011662
2025-04-24,0.1425,5.6738,184.83,34.0,0.019003,28.88,-0.004836,53.43,0.015466
2025-04-25,0.1425,5.6846,182.49,33.88,-0.003536,28.97,0.003111,52.02,-0.026744
2025-04-28,0.1425,5.6681,182.46,34.24,0.01057,28.86,-0.003804,52.21,0.003646
2025-04-29,0.1425,5.6467,180.45,34.51,0.007855,29.01,0.005184,52.01,-0.003838
2025-04-30,0.1425,5.6608,181.91,34.81,0.008656,28.47,-0.01879,51.07,-0.018239
2025-05-02,0.1425,5.6394,179.77,34.72,-0.002589,29.25,0.027029,51.01,-0.001176
2025-05-05,0.1425,5.652,179.57,34.11,-0.017725,28.15,-0.038332,51.16,0.002936
2025-05-06,0.1425,5.721,179.98,33.93,-0.005291,28.62,0.016558,51.2,0.000782
2025-05-07,0.1425,5.7375,177.63,34.3,0.010846,28.75,0.004532,51.11,-0.001759
2025-05-08,0.1475,5.686,177.84,34.58,0.00813,29.15,0.013817,50.95,-0.003135
2025-05-09,0.1475,5.6511,177.07,36.45,0.052666,29.34,0.006497,51.15,0.003918
2025-05-12,0.1475,5.6822,163.1,35.71,-0.020511,30.04,0.023578,52.44,0.024907
2025-05-13,0.1475,5.6262,161.97,36.15,0.012246,30.5,0.015197,53.3,0.016267
2025-05-14,0.1475,5.61,162.5,36.4,0.006892,30.29,-0.006909,53.04,-0.00489
2025-05-15,0.1475,5.6328,164.77,36.89,0.013372,30.25,-0.001321,53.57,0.009943
2025-05-16,0.1475,5.6925,164.93,37.1,0.005676,30.39,0.004617,53.61,0.000746
2025-05-19,0.1475,5.6591,165.37,37.54,0.01179,30.36,-0.000988,53.46,-0.002802
2025-05-20,0.1475,5.662,161.49,37.49,-0.001333,30.48,0.003945,53.47,0.000187
2025-05-21,0.1475,5.6571,164.99,36.74,-0.020208,30.14,-0.011218,52.79,-0.012799
2025-05-22,0.1475,5.639,167.82,36.49,-0.006828,29.74,-0.01336,52.39,-0.007606
2025-05-23,0.1475,5.6932,168.78,36.93,0.011986,29.81,0.002351,52.48,0.001716
2025-05-26,0.1475,5.6619,168.86,37.01,0.002164,29.71,-0.00336,52.18,-0.005733
2025-05-27,0.1475,5.6539,162.94,37.3,0.007805,29.93,0.007378,52.01,-0.003263
2025-05-28,0.1475,5.6936,163.03,37.0,-0.008075,29.83,-0.003347,51.6,-0.007914
2025-05-29,0.1475,5.6559,161.39,36.7,-0.008141,29.65,-0.006052,51.64,0.000775
2025-05-30,0.1475,5.7087,160.44,36.64,-0.001636,29.33,-0.010851,50.33,-0.025695
2025-06-02,0.1475,5.6937,157.1,36.39,-0.006847,29.5,0.005779,50.78,0.008901
2025-06-03,0.1475,5.6694,155.1,36.27,-0.003303,29.51,0.000339,50.75,-0.000591
2025-06-04,0.1475,5.6332,156.44,36.18,-0.002484,28.7,-0.027832,50.98,0.004522
2025-06-05,0.1475,5.5969,160.06,35.74,-0.012236,28.71,0.000348,51.12,0.002742
2025-06-06,0.1475,5.5947,157.24,35.83,0.002515,29.01,0.010395,51.18,0.001173
2025-06-09,0.1475,5.576,155.51,35.64,-0.005317,28.52,-0.017035,51.48,0.005845
2025-06-10,0.1475,5.5557,154.58,35.59,-0.001404,29.38,0.029709,51.83,0.006776
2025-06-11,0.1475,5.539,151.06,35.91,0.008951,30.36,0.032812,51.38,-0.00872
2025-06-12,0.1475,5.5388,149.62,36.19,0.007767,31.05,0.022473,51.04,-0.006639
2025-06-13,0.1475,5.5652,152.18,35.75,-0.012233,31.81,0.024182,50.36,-0.013412
2025-06-16,0.1475,5.5123,151.2,36.41,0.018293,31.5,-0.009793,52.01,0.032239
2025-06-17,0.1475,5.4773,151.6,36.62,0.005751,32.21,0.022289,49.67,-0.046035
2025-06-18,0.1475,5.4879,156.08,36.41,-0.005751,32.18,-0.000932,49.5,-0.003428
2025-06-20,0.15,5.4957,156.55,36.22,-0.005232,32.09,-0.002801,48.23,-0.025991
2025-06-23,0.15,5.5213,155.49,36.14,-0.002211,31.29,-0.025246,48.84,0.012568
2025-06-24,0.15,5.4938,149.69,36.82,0.018641,30.67,-0.020014,48.83,-0.000205
2025-06-25,0.15,5.5427,150.7,36.16,-0.018088,30.52,-0.004903,48.77,-0.00123
2025-06-26,0.15,5.5145,152.09,35.89,-0.007495,30.76,0.007833,50.24,0.029696
2025-06-27,0.15,5.4759,151.19,35.85,-0.001115,30.52,-0.007833,51.08,0.016582
2025-06-30,0.15,5.4571,147.7,36.53,0.01879,30.68,0.005229,50.87,-0.00412
2025-07-01,0.15,5.4511,145.31,36.69,0.00437,30.79,0.003579,51.55,0.013279
2025-07-02,0.15,5.4512,144.79,36.39,-0.00821,31.34,0.017705,53.43,0.03582
2025-07-03,0.15,5.4208,139.43,37.29,0.024431,31.45,0.003504,53.17,-0.004878
2025-07-04,0.15,5.409,139.37,37.31,0.000536,31.41,-0.001273,53.33,0.003005
2025-07-07,0.15,5.4552,143.81,36.82,-0.01322,31.35,-0.001912,52.55,-0.014734
2025-07-08,0.15,5.4571,144.81,36.73,-0.002447,31.8,0.014252,52.73,0.003419
2025-07-09,0.15,5.4626,141.3,35.97,-0.020909,31.6,-0.006309,52.21,-0.009911
2025-07-10,0.15,5.5433,147.76,34.86,-0.031345,31.52,-0.002535,53.41,0.022724
2025-07-11,0.15,5.5722,147.78,34.57,-0.008354,31.91,0.012297,54.1,0.012836
2025-07-14,0.15,5.5595,147.76,34.52,-0.001447,31.49,-0.013249,53.48,-0.011526
2025-07-15,0.15,5.5576,147.82,34.63,0.003181,31.24,-0.007971,52.08,-0.026527
2025-07-16,0.15,5.5722,150.15,34.8,0.004897,31.08,-0.005135,52.56,0.009174
2025-07-17,0.15,5.5737,147.78,35.33,0.015115,30.77,-0.010024,52.46,-0.001904
2025-07-18,0.15,5.5466,145.75,34.68,-0.018569,30.3,-0.015392,52.71,0.004754
2025-07-21,0.15,5.5625,145.76,35.09,0.011753,30.36,0.001978,54.15,0.026953
2025-07-22,0.15,5.5709,147.23,34.61,-0.013774,30.65,0.009507,55.55,0.025526
2025-07-23,0.15,5.5537,147.32,35.0,0.011205,31.28,0.020346,55.47,-0.001441
2025-07-24,0.15,5.5239,144.83,34.67,-0.009473,31.23,-0.0016,54.61,-0.015625
2025-07-25,0.15,5.5426,147.28,34.82,0.004317,31.27,0.00128,53.81,-0.014758
2025-07-28,0.15,5.5877,147.26,34.09,-0.021188,31.31,0.001278,53.29,-0.009711
2025-07-29,0.15,5.5764,149.21,34.29,0.00585,31.72,0.01301,52.96,-0.006212
2025-07-30,0.15,5.6034,150.26,34.68,0.011309,32.04,0.010038,52.01,-0.018101
2025-07-31,0.15,5.6021,147.75,34.77,0.002592,31.92,-0.003752,51.65,-0.006946
2025-08-01,0.15,5.5436,151.97,34.56,-0.006058,31.5,-0.013245,51.93,0.005406
2025-08-04,0.15,5.5113,149.26,34.93,0.010649,31.45,-0.001589,52.34,0.007864
2025-08-05,0.15,5.5119,150.75,35.31,0.01082,31.59,0.004442,52.28,-0.001147
2025-08-06,0.15,5.4802,149.26,35.76,0.012664,31.63,0.001265,51.95,-0.006332
2025-08-07,0.15,5.4638,144.83,36.39,0.017464,31.81,0.005675,52.32,0.007097
2025-08-08,0.15,5.4254,141.41,36.64,0.006847,29.85,-0.063596,53.51,0.02249
2025-08-11,0.15,5.4473,138.41,36.87,0.006258,30.04,0.006345,53.45,-0.001122
2025-08-12,0.15,5.4052,136.92,37.63,0.020403,30.12,0.00266,54.01,0.010423
2025-08-13,0.15,5.3928,133.94,37.27,-0.009613,29.89,-0.007665,54.09,0.00148
2025-08-14,0.15,5.4095,136.48,37.22,-0.001342,29.51,-0.012795,53.42,-0.012464
2025-08-15,0.15,5.3928,136.45,37.1,-0.003229,29.5,-0.000339,53.32,-0.001874
2025-08-18,0.15,5.4155,137.95,37.36,0.006984,29.69,0.00642,53.2,-0.002253
2025-08-19,0.15,5.4716,138.89,36.28,-0.029334,29.37,-0.010837,53.24,0.000752
2025-08-20,0.15,5.4726,141.84,36.3,0.000551,29.55,0.00611,53.0,-0.004518
2025-08-21,0.15,5.4828,141.43,36.34,0.001101,29.62,0.002366,53.45,0.008455
2025-08-22,0.15,5.4392,138.33,37.36,0.027682,30.47,0.028293,54.79,0.024761
2025-08-25,0.15,5.4174,138.95,37.17,-0.005099,30.65,0.00589,54.92,0.00237
2025-08-26,0.15,5.4218,139.88,36.92,-0.006749,30.43,-0.007204,55.41,0.008883
2025-08-27,0.15,5.4428,138.91,37.54,0.016654,30.66,0.00753,55.38,-0.000542
2025-08-28,0.15,5.4115,135.47,38.32,0.020565,30.93,0.008768,55.4,0.000361
2025-08-29,0.15,5.4264,136.82,38.45,0.003387,31.1,0.005481,55.56,0.002884
2025-09-01,0.15,5.4378,136.66,38.76,0.00803,31.17,0.002248,55.6,0.00072
2025-09-02,0.15,5.468,139.48,38.1,-0.017175,31.33,0.00512,55.39,-0.003784
2025-09-03,0.15,5.4485,137.97,37.77,-0.008699,31.06,-0.008655,55.6,0.003784
2025-09-04,0.15,5.4587,136.81,37.92,0.003964,31.06,0.0,55.71,0.001976
2025-09-05,0.15,5.3968,136.64,38.34,0.011015,30.59,-0.015248,56.22,0.009113
2025-09-08,0.15,5.4278,136.81,38.16,-0.004706,30.71,0.003915,56.36,0.002487
2025-09-09,0.15,5.4278,137.83,37.83,-0.008685,30.95,0.007785,56.19,-0.003021
2025-09-10,0.15,5.4123,133.67,37.86,0.000793,31.51,0.017932,56.58,0.006917
2025-09-11,0.15,5.3858,129.19,37.93,0.001847,31.39,-0.003816,57.02,0.007747
2025-09-12,0.15,5.3677,132.52,37.36,-0.015142,31.18,-0.006713,57.0,-0.000351
2025-09-15,0.15,5.3208,130.02,37.98,0.016459,31.45,0.008622,57.5,0.008734
2025-09-16,0.15,5.3096,128.36,37.88,-0.002636,31.53,0.00254,57.7,0.003472
2025-09-17,0.15,5.3011,126.39,38.42,0.014155,31.72,0.006008,57.8,0.001732
2025-09-18,0.15,5.301,125.89,38.47,0.001301,31.41,-0.009821,57.69,-0.001905
2025-09-19,0.15,5.3276,126.22,38.98,0.01317,31.06,-0.011205,57.92,0.003979
2025-09-22,0.15,5.3457,136.82,38.42,-0.014471,31.37,0.009931,58.0,0.00138
2025-09-23,0.15,5.3063,134.82,39.03,0.015752,31.9,0.016754,57.67,-0.005706
2025-09-24,0.15,5.3112,134.67,38.77,-0.006684,32.62,0.02232,57.89,0.003808
2025-09-25,0.15,5.3425,137.17,38.46,-0.008028,32.36,-0.008003,58.21,0.005513
2025-09-26,0.15,5.3445,137.8,38.65,0.004928,32.25,-0.003405,57.09,-0.019428
2025-09-29,0.15,5.3229,136.14,38.87,0.005676,31.81,-0.013737,57.28,0.003323
2025-09-30,0.15,5.3186,135.81,39.05,0.00462,31.46,-0.011064,57.58,0.005224
2025-10-01,0.15,5.3208,135.13,38.35,-0.018088,31.38,-0.002546,58.31,0.012598
