Data,Taxa Selic - a.a.,Taxa Cambio u.m.c./US$,CDS,Itau,Petrobras,Vale Rio Doce
2024-07-05,0.105,5.497,162.03,27.36,31.3,56.55
2024-07-08,0.105,5.472,156.0,27.31,32.07,56.1
2024-07-09,0.105,5.4387,153.21,27.5,32.06,56.03
2024-07-10,0.105,5.3967,153.2,27.79,31.76,55.28
2024-07-11,0.105,5.41,147.29,27.96,31.98,55.13
2024-07-12,0.105,5.4529,148.12,27.8,31.83,55.94
2024-07-15,0.105,5.4563,145.28,27.91,32.12,56.0
2024-07-16,0.105,5.4274,148.28,28.07,32.04,55.42
2024-07-17,0.105,5.467,148.24,28.38,32.21,54.9
2024-07-18,0.105,5.5426,152.22,28.25,32.15,54.39
2024-07-19,0.105,5.5543,152.22,28.46,32.28,54.34
2024-07-22,0.105,5.5598,157.2,28.45,31.64,54.28
2024-07-23,0.105,5.5807,153.22,28.41,31.23,53.55
2024-07-24,0.105,5.6346,153.17,28.36,31.48,53.88
2024-07-25,0.105,5.6402,159.08,28.24,31.44,53.85
2024-07-26,0.105,5.6465,158.12,28.45,31.41,54.65
2024-07-29,0.105,5.6479,155.11,28.66,30.77,54.75
2024-07-30,0.105,5.6532,156.16,28.55,30.58,53.54
2024-07-31,0.105,5.6621,156.16,28.15,31.21,54.8
2024-08-01,0.105,5.6681,158.01,27.74,30.74,53.57
2024-08-02,0.105,5.7366,162.89,27.39,29.81,52.82
2024-08-05,0.105,5.7646,170.45,27.39,29.79,52.55
2024-08-06,0.105,5.6528,176.81,28.0,30.3,52.82
2024-08-07,0.105,5.6093,175.96,28.07,30.26,52.71
2024-08-08,0.105,5.6172,170.9,27.97,30.75,52.39
2024-08-09,0.105,5.5115,165.03,28.73,30.46,52.59
2024-08-12,0.105,5.4911,163.96,28.77,31.15,52.32
2024-08-13,0.105,5.4875,164.89,29.58,30.96,52.09
2024-08-14,0.105,5.4502,160.92,30.32,31.51,51.61
2024-08-15,0.105,5.4651,156.13,30.8,31.99,51.82
2024-08-16,0.105,5.4632,150.34,30.54,32.12,51.68
2024-08-19,0.105,5.4237,151.15,30.72,32.07,52.51
2024-08-20,0.105,5.4547,145.3,30.95,31.95,52.71
2024-08-21,0.105,5.4707,147.19,30.82,31.76,53.73
2024-08-22,0.105,5.5524,146.26,30.54,31.85,53.8
2024-08-23,0.105,5.5263,145.24,30.31,31.66,52.9
2024-08-26,0.105,5.4921,145.24,30.37,33.95,53.5
2024-08-27,0.105,5.4969,142.9,30.41,33.5,55.11
2024-08-28,0.105,5.5315,141.89,31.06,33.98,54.71
2024-08-29,0.105,5.6358,143.87,30.72,33.75,54.65
2024-08-30,0.105,5.6562,144.87,30.51,33.78,54.91
2024-09-02,0.105,5.623,149.31,30.26,33.47,54.13
2024-09-03,0.105,5.6224,149.28,30.75,33.06,52.12
2024-09-04,0.105,5.6359,158.07,30.97,33.07,52.52
2024-09-05,0.105,5.6049,154.06,31.17,32.87,52.9
2024-09-06,0.105,5.5702,154.18,30.73,32.22,52.24
2024-09-09,0.105,5.6097,156.07,31.03,32.57,52.24
2024-09-10,0.105,5.6254,154.2,31.03,32.03,51.61
2024-09-11,0.105,5.6387,157.07,31.09,32.0,53.07
2024-09-12,0.105,5.6554,154.25,30.75,31.64,53.55
2024-09-13,0.105,5.5717,152.23,30.78,31.49,53.91
2024-09-16,0.105,5.5207,152.18,30.77,31.93,53.91
2024-09-17,0.105,5.501,151.22,30.7,31.78,53.65
2024-09-18,0.105,5.4767,147.36,30.52,31.02,53.03
2024-09-19,0.1075,5.4189,147.36,30.44,31.12,53.66
2024-09-20,0.1075,5.4775,136.45,30.11,31.11,52.85
2024-09-23,0.1075,5.5446,155.06,29.93,31.43,53.02
2024-09-24,0.1075,5.4702,155.06,29.92,31.56,55.61
2024-09-25,0.1075,5.4736,155.01,30.3,31.79,55.86
2024-09-26,0.1075,5.4412,158.06,30.68,31.11,59.21
2024-09-27,0.1075,5.4431,153.16,30.8,30.99,58.94
2024-09-30,0.1075,5.4481,153.03,30.26,30.9,58.53
2024-10-01,0.1075,5.4521,153.03,29.76,31.72,58.82
2024-10-02,0.1075,5.4305,151.09,29.94,32.16,59.14
2024-10-03,0.1075,5.485,151.09,29.21,32.56,58.0
2024-10-04,0.1075,5.4686,151.09,29.27,32.47,57.58
2024-10-07,0.1075,5.4626,143.49,29.46,32.93,58.09
2024-10-08,0.1075,5.5197,146.3,29.63,32.26,56.33
2024-10-09,0.1075,5.5737,150.41,29.09,31.94,56.18
2024-10-10,0.1075,5.5819,149.23,29.25,32.31,56.45
2024-10-11,0.1075,5.6263,151.12,29.03,32.28,57.26
2024-10-14,0.1075,5.6045,151.12,29.22,32.36,57.07
2024-10-15,0.1075,5.6378,155.1,29.55,32.09,56.37
2024-10-16,0.1075,5.6749,153.1,29.37,31.93,57.45
2024-10-17,0.1075,5.6758,154.09,29.43,31.69,56.0
2024-10-18,0.1075,5.6672,151.22,29.58,31.6,55.8
2024-10-21,0.1075,5.7068,150.15,29.42,31.11,55.6
2024-10-22,0.1075,5.6958,154.25,29.48,30.99,55.67
2024-10-23,0.1075,5.7149,156.09,29.66,30.6,54.7
2024-10-24,0.1075,5.7087,159.07,29.93,30.81,55.02
2024-10-25,0.1075,5.6969,157.02,29.59,31.02,56.89
2024-10-28,0.1075,5.6988,157.09,29.95,30.97,57.95
2024-10-29,0.1075,5.714,157.09,29.63,30.9,57.75
2024-10-30,0.1075,5.7801,153.58,29.55,30.76,57.57
2024-10-31,0.1075,5.7779,154.19,29.36,30.81,57.19
2024-11-01,0.1075,5.8073,157.57,29.2,30.39,57.17
2024-11-04,0.1075,5.7898,160.9,29.59,30.46,57.76
2024-11-05,0.1075,5.7846,164.91,30.48,30.37,57.25
2024-11-06,0.1075,5.7648,165.03,30.34,30.38,56.6
2024-11-07,0.1125,5.6624,155.08,29.89,30.47,58.58
2024-11-08,0.1125,5.7648,153.44,29.42,31.05,55.88
2024-11-11,0.1125,5.798,153.47,29.46,31.11,54.05
2024-11-12,0.1125,5.7694,153.49,29.1,31.69,52.83
2024-11-13,0.1125,5.7713,160.64,28.95,31.65,52.68
2024-11-14,0.1125,5.7885,159.45,28.87,31.98,52.38
2024-11-18,0.1125,5.7603,166.33,28.77,32.78,53.04
2024-11-19,0.1125,5.7743,163.32,29.03,32.44,53.16
2024-11-21,0.1125,5.8173,156.14,28.53,32.53,53.1
2024-11-22,0.1125,5.8124,154.17,28.61,33.83,53.62
2024-11-25,0.1125,5.8002,155.14,28.6,33.62,53.61
2024-11-26,0.1125,5.799,153.02,29.15,33.58,52.93
2024-11-27,0.1125,5.8291,154.19,28.43,33.46,53.57
2024-11-28,0.1125,5.9871,157.98,27.41,33.11,53.02
2024-11-29,0.1125,6.0535,161.52,27.34,33.38,54.17
2024-12-02,0.1125,6.0634,161.46,26.95,33.59,54.3
2024-12-03,0.1125,6.0707,168.91,27.26,33.89,53.89
2024-12-04,0.1125,6.0581,170.86,27.42,33.68,52.83
2024-12-05,0.1125,5.9849,167.82,28.01,34.01,53.27
2024-12-06,0.1125,6.0293,164.48,27.44,33.49,52.36
2024-12-09,0.1125,6.057,166.38,27.58,34.36,55.14
2024-12-10,0.1125,6.0529,172.87,27.95,34.49,55.08
2024-12-11,0.1125,6.032,168.94,28.22,34.83,54.23
2024-12-12,0.1225,5.9408,163.04,27.52,34.21,52.73
2024-12-13,0.1225,6.04,166.5,27.16,33.99,51.94
2024-12-16,0.1225,6.0509,172.43,26.86,33.85,51.91
2024-12-17,0.1225,6.1685,180.65,27.01,34.17,52.17
2024-12-18,0.1225,6.1624,187.02,26.24,33.29,50.96
2024-12-19,0.1225,6.1841,218.14,26.38,33.15,50.0
2024-12-20,0.1225,6.078,208.05,26.69,32.88,50.79
2024-12-23,0.1225,6.1612,200.14,26.17,32.89,51.0
2024-12-26,0.1225,6.1656,198.24,26.34,33.13,51.15
2024-12-27,0.1225,6.1991,198.24,26.08,33.03,50.9
2024-12-30,0.1225,6.1923,205.02,26.03,33.52,50.72
2025-01-02,0.1225,6.2086,214.38,25.91,34.06,50.44
2025-01-03,0.1225,6.1563,208.95,25.28,33.7,49.5
2025-01-06,0.1225,6.1119,199.17,26.41,33.54,48.87
2025-01-07,0.1225,6.0741,192.35,26.7,34.25,48.4
2025-01-08,0.1225,6.1321,188.48,26.27,33.98,47.93
2025-01-09,0.1225,6.0896,192.75,26.34,34.13,47.63
2025-01-10,0.1225,6.0965,188.88,25.97,34.22,47.9
2025-01-13,0.1225,6.1079,197.49,26.16,34.34,47.89
2025-01-14,0.1225,6.0671,194.32,26.18,34.11,48.21
2025-01-15,0.1225,6.0377,192.29,27.31,34.54,48.91
2025-01-16,0.1225,6.0322,186.2,27.23,34.32,48.97
2025-01-17,0.1225,6.0609,187.34,27.42,34.46,50.67
2025-01-20,0.1225,6.0498,186.0,27.69,34.54,50.48
2025-01-21,0.1225,6.044,180.59,27.74,34.55,50.23
2025-01-22,0.1225,5.9674,181.57,27.64,34.36,48.96
2025-01-23,0.1225,5.9399,175.29,27.58,34.12,48.65
2025-01-24,0.1225,5.8925,172.8,27.52,33.94,49.31
2025-01-27,0.1225,5.9272,173.72,28.18,34.44,50.17
2025-01-28,0.1225,5.893,179.51,28.23,34.39,48.95
2025-01-29,0.1225,5.8596,178.71,28.16,34.18,49.09
2025-01-30,0.1325,5.9006,177.29,28.85,34.63,51.17
2025-01-31,0.1325,5.8301,177.15,28.66,34.91,50.37
2025-02-03,0.1325,5.8687,174.78,28.4,34.74,50.4
2025-02-04,0.1325,5.7927,177.28,28.5,34.39,50.23
2025-02-05,0.1325,5.7997,171.26,28.93,34.14,50.5
2025-02-06,0.1325,5.7856,172.67,28.98,34.08,51.26
2025-02-07,0.1325,5.7557,172.82,28.77,33.88,50.98
2025-02-10,0.1325,5.7808,170.93,29.08,34.12,51.51
2025-02-11,0.1325,5.7788,171.8,29.39,34.12,51.29
2025-02-12,0.1325,5.7711,171.85,28.57,33.61,50.94
2025-02-13,0.1325,5.7788,168.05,28.73,33.64,51.01
2025-02-14,0.1325,5.7283,167.79,29.49,34.68,51.76
2025-02-17,0.1325,5.7105,165.83,29.55,34.89,51.48
2025-02-18,0.1325,5.6979,165.93,29.5,35.53,51.83
2025-02-19,0.1325,5.7087,163.57,29.22,35.61,51.78
2025-02-20,0.1325,5.7019,164.46,29.14,35.66,53.69
2025-02-21,0.1325,5.7027,164.47,29.06,35.56,54.08
2025-02-24,0.1325,5.7258,168.29,28.9,35.31,53.58
2025-02-25,0.1325,5.7779,170.37,29.19,35.15,53.06
2025-02-26,0.1325,5.7757,170.75,29.12,35.15,52.74
2025-02-27,0.1325,5.8228,170.84,29.09,33.91,52.35
2025-02-28,0.1325,5.8488,176.29,28.38,33.28,51.28
2025-03-05,0.1325,5.7914,178.77,28.8,32.07,51.69
2025-03-06,0.1325,5.7489,173.83,28.86,31.74,52.26
2025-03-07,0.1325,5.7688,173.79,28.98,32.08,53.02
2025-03-10,0.1325,5.793,178.08,29.24,32.07,52.16
2025-03-11,0.1325,5.8346,178.33,28.98,31.59,52.59
2025-03-12,0.1325,5.8268,174.93,29.07,31.59,51.94
2025-03-13,0.1325,5.8131,178.2,29.54,31.9,52.65
2025-03-14,0.1325,5.7419,173.96,30.5,32.88,54.38
2025-03-17,0.1325,5.7082,174.88,31.42,33.5,55.16
2025-03-18,0.1325,5.6852,170.39,31.59,33.52,55.57
2025-03-19,0.1325,5.6657,167.39,31.67,33.5,55.47
2025-03-20,0.1425,5.6628,189.73,31.37,33.57,55.3
2025-03-21,0.1425,5.7241,190.23,31.44,34.09,55.5
2025-03-24,0.1425,5.7403,182.63,31.47,34.04,55.21
2025-03-25,0.1425,5.6992,179.45,31.72,34.31,55.4
2025-03-26,0.1425,5.7298,181.99,31.38,34.63,55.73
2025-03-27,0.1425,5.7474,180.98,31.42,34.89,56.18
2025-03-28,0.1425,5.766,185.17,30.99,34.67,55.61
2025-03-31,0.1425,5.7422,188.36,30.72,34.42,54.78
2025-04-01,0.1425,5.7051,182.86,30.72,34.55,55.25
2025-04-02,0.1425,5.6923,184.04,30.73,34.46,55.0
2025-04-03,0.1425,5.6067,188.78,31.28,33.35,53.01
2025-04-04,0.1425,5.7777,199.72,30.47,32.0,50.89
2025-04-07,0.1425,5.8877,200.24,30.53,30.73,50.29
2025-04-08,0.1425,5.9368,210.58,30.54,29.64,47.53
2025-04-09,0.1425,6.0605,185.9,31.1,30.85,50.09
2025-04-10,0.1425,5.9115,197.98,30.97,28.93,50.99
2025-04-11,0.1425,5.8737,198.35,31.13,29.5,51.84
2025-04-14,0.1425,5.8425,192.94,31.63,29.39,52.52
2025-04-15,0.1425,5.8707,191.18,32.04,28.72,51.99
2025-04-16,0.1425,5.8808,198.93,31.99,28.72,50.78
2025-04-17,0.1425,5.8559,194.17,32.05,29.28,51.09
2025-04-22,0.1425,5.7496,198.19,32.67,29.35,52.0
2025-04-23,0.1425,5.688,191.31,33.36,29.02,52.61
2025-04-24,0.1425,5.6738,184.83,34.0,28.88,53.43
2025-04-25,0.1425,5.6846,182.49,33.88,28.97,52.02
2025-04-28,0.1425,5.6681,182.46,34.24,28.86,52.21
2025-04-29,0.1425,5.6467,180.45,34.51,29.01,52.01
2025-04-30,0.1425,5.6608,181.91,34.81,28.47,51.07
2025-05-02,0.1425,5.6394,179.77,34.72,29.25,51.01
2025-05-05,0.1425,5.652,179.57,34.11,28.15,51.16
2025-05-06,0.1425,5.721,179.98,33.93,28.62,51.2
2025-05-07,0.1425,5.7375,177.63,34.3,28.75,51.11
2025-05-08,0.1475,5.686,177.84,34.58,29.15,50.95
2025-05-09,0.1475,5.6511,177.07,36.45,29.34,51.15
2025-05-12,0.1475,5.6822,163.1,35.71,30.04,52.44
2025-05-13,0.1475,5.6262,161.97,36.15,30.5,53.3
2025-05-14,0.1475,5.61,162.5,36.4,30.29,53.04
2025-05-15,0.1475,5.6328,164.77,36.89,30.25,53.57
2025-05-16,0.1475,5.6925,164.93,37.1,30.39,53.61
2025-05-19,0.1475,5.6591,165.37,37.54,30.36,53.46
2025-05-20,0.1475,5.662,161.49,37.49,30.48,53.47
2025-05-21,0.1475,5.6571,164.99,36.74,30.14,52.79
2025-05-22,0.1475,5.639,167.82,36.49,29.74,52.39
2025-05-23,0.1475,5.6932,168.78,36.93,29.81,52.48
2025-05-26,0.1475,5.6619,168.86,37.01,29.71,52.18
2025-05-27,0.1475,5.6539,162.94,37.3,29.93,52.01
2025-05-28,0.1475,5.6936,163.03,37.0,29.83,51.6
2025-05-29,0.1475,5.6559,161.39,36.7,29.65,51.64
2025-05-30,0.1475,5.7087,160.44,36.64,29.33,50.33
2025-06-02,0.1475,5.6937,157.1,36.39,29.5,50.78
2025-06-03,0.1475,5.6694,155.1,36.27,29.51,50.75
2025-06-04,0.1475,5.6332,156.44,36.18,28.7,50.98
2025-06-05,0.1475,5.5969,160.06,35.74,28.71,51.12
2025-06-06,0.1475,5.5947,157.24,35.83,29.01,51.18
2025-06-09,0.1475,5.576,155.51,35.64,28.52,51.48
2025-06-10,0.1475,5.5557,154.58,35.59,29.38,51.83
2025-06-11,0.1475,5.539,151.06,35.91,30.36,51.38
2025-06-12,0.1475,5.5388,149.62,36.19,31.05,51.04
2025-06-13,0.1475,5.5652,152.18,35.75,31.81,50.36
2025-06-16,0.1475,5.5123,151.2,36.41,31.5,52.01
2025-06-17,0.1475,5.4773,151.6,36.62,32.21,49.67
2025-06-18,0.1475,5.4879,156.08,36.41,32.18,49.5
2025-06-20,0.15,5.4957,156.55,36.22,32.09,48.23
2025-06-23,0.15,5.5213,155.49,36.14,31.29,48.84
2025-06-24,0.15,5.4938,149.69,36.82,30.67,48.83
2025-06-25,0.15,5.5427,150.7,36.16,30.52,48.77
2025-06-26,0.15,5.5145,152.09,35.89,30.76,50.24
2025-06-27,0.15,5.4759,151.19,35.85,30.52,51.08
2025-06-30,0.15,5.4571,147.7,36.53,30.68,50.87
2025-07-01,0.15,5.4511,145.31,36.69,30.79,51.55
2025-07-02,0.15,5.4512,144.79,36.39,31.34,53.43
2025-07-03,0.15,5.4208,139.43,37.29,31.45,53.17
2025-07-04,0.15,5.409,139.37,37.31,31.41,53.33
2025-07-07,0.15,5.4552,143.81,36.82,31.35,52.55
2025-07-08,0.15,5.4571,144.81,36.73,31.8,52.73
2025-07-09,0.15,5.4626,141.3,35.97,31.6,52.21
2025-07-10,0.15,5.5433,147.76,34.86,31.52,53.41
2025-07-11,0.15,5.5722,147.78,34.57,31.91,54.1
2025-07-14,0.15,5.5595,147.76,34.52,31.49,53.48
2025-07-15,0.15,5.5576,147.82,34.63,31.24,52.08
2025-07-16,0.15,5.5722,150.15,34.8,31.08,52.56
2025-07-17,0.15,5.5737,147.78,35.33,30.77,52.46
2025-07-18,0.15,5.5466,145.75,34.68,30.3,52.71
2025-07-21,0.15,5.5625,145.76,35.09,30.36,54.15
2025-07-22,0.15,5.5709,147.23,34.61,30.65,55.55
2025-07-23,0.15,5.5537,147.32,35.0,31.28,55.47
2025-07-24,0.15,5.5239,144.83,34.67,31.23,54.61
2025-07-25,0.15,5.5426,147.28,34.82,31.27,53.81
2025-07-28,0.15,5.5877,147.26,34.09,31.31,53.29
2025-07-29,0.15,5.5764,149.21,34.29,31.72,52.96
2025-07-30,0.15,5.6034,150.26,34.68,32.04,52.01
2025-07-31,0.15,5.6021,147.75,34.77,31.92,51.65
2025-08-01,0.15,5.5436,151.97,34.56,31.5,51.93
2025-08-04,0.15,5.5113,149.26,34.93,31.45,52.34
2025-08-05,0.15,5.5119,150.75,35.31,31.59,52.28
2025-08-06,0.15,5.4802,149.26,35.76,31.63,51.95
2025-08-07,0.15,5.4638,144.83,36.39,31.81,52.32
2025-08-08,0.15,5.4254,141.41,36.64,29.85,53.51
2025-08-11,0.15,5.4473,138.41,36.87,30.04,53.45
2025-08-12,0.15,5.4052,136.92,37.63,30.12,54.01
2025-08-13,0.15,5.3928,133.94,37.27,29.89,54.09
2025-08-14,0.15,5.4095,136.48,37.22,29.51,53.42
2025-08-15,0.15,5.3928,136.45,37.1,29.5,53.32
2025-08-18,0.15,5.4155,137.95,37.36,29.69,53.2
2025-08-19,0.15,5.4716,138.89,36.28,29.37,53.24
2025-08-20,0.15,5.4726,141.84,36.3,29.55,53.0
2025-08-21,0.15,5.4828,141.43,36.34,29.62,53.45
2025-08-22,0.15,5.4392,138.33,37.36,30.47,54.79
2025-08-25,0.15,5.4174,138.95,37.17,30.65,54.92
2025-08-26,0.15,5.4218,139.88,36.92,30.43,55.41
2025-08-27,0.15,5.4428,138.91,37.54,30.66,55.38
2025-08-28,0.15,5.4115,135.47,38.32,30.93,55.4
2025-08-29,0.15,5.4264,136.82,38.45,31.1,55.56
2025-09-01,0.15,5.4378,136.66,38.76,31.17,55.6
2025-09-02,0.15,5.468,139.48,38.1,31.33,55.39
2025-09-03,0.15,5.4485,137.97,37.77,31.06,55.6
2025-09-04,0.15,5.4587,136.81,37.92,31.06,55.71
2025-09-05,0.15,5.3968,136.64,38.34,30.59,56.22
2025-09-08,0.15,5.4278,136.81,38.16,30.71,56.36
2025-09-09,0.15,5.4278,137.83,37.83,30.95,56.19
2025-09-10,0.15,5.4123,133.67,37.86,31.51,56.58
2025-09-11,0.15,5.3858,129.19,37.93,31.39,57.02
2025-09-12,0.15,5.3677,132.52,37.36,31.18,57.0
2025-09-15,0.15,5.3208,130.02,37.98,31.45,57.5
2025-09-16,0.15,5.3096,128.36,37.88,31.53,57.7
2025-09-17,0.15,5.3011,126.39,38.42,31.72,57.8
2025-09-18,0.15,5.301,125.89,38.47,31.41,57.69
2025-09-19,0.15,5.3276,126.22,38.98,31.06,57.92
2025-09-22,0.15,5.3457,136.82,38.42,31.37,58.0
2025-09-23,0.15,5.3063,134.82,39.03,31.9,57.67
2025-09-24,0.15,5.3112,134.67,38.77,32.62,57.89
2025-09-25,0.15,5.3425,137.17,38.46,32.36,58.21
2025-09-26,0.15,5.3445,137.8,38.65,32.25,57.09
2025-09-29,0.15,5.3229,136.14,38.87,31.81,57.28
2025-09-30,0.15,5.3186,135.81,39.05,31.46,57.58
2025-10-01,0.15,5.3208,135.13,38.35,31.38,58.31
